hydrophobicity_score	Recognition_score	self_sequence_similarity	EL_dissimilarity	EL_mt_rank	EL_wt_rank	EL_ht_rank	Pep_len	response
0.880517	0.0225729372728	0.885245901639	0.928703708622	1.4866	4.3528	13.0521	11	0
0.843527	3.58319215342e-09	0.927272727273	0.000316459113115	3.6116	7.6716	19.9352	11	0
0.468103	2.71011756642e-11	0.907407407407	0.0758231355956	2.5001	76.0	1.2601	11	0
0.059196	0.00761977114676	0.865384615385	0.317236712346	2.1533	6.3468	4.4646	10	0
0.268704	2.69010983634e-11	0.866666666667	0.991450666042	0.8505	2.904	2.904	9	0
0.098341	0.0151832442791	0.948275862069	0.0144420764297	2.8446	3.802	3.802	9	0
0.548409	5.89630368731e-05	0.796875	0.499593511947	0.6438	0.3914	0.3914	9	0
0.153392	5.89594793636e-05	0.884615384615	0.500017767976	0.0876	0.1694	0.1694	9	0
0.188044	0.666686369343	0.945454545455	0.500116104794	0.3141	0.4591	0.4591	10	0
0.159558	0.00768229312284	0.913793103448	0.499888131867	0.4196	0.2339	0.2339	10	0
0.943905	2.73061061474e-11	0.872340425532	5.50999689172e-05	3.961	3.1891	3.1891	11	0
0.943905	2.73061061474e-11	0.872340425532	2.71544851561e-23	12.3921	12.3327	12.3327	11	0
0.943905	2.73061061474e-11	0.872340425532	2.43924577792e-14	8.2689	4.4479	4.4479	11	0
0.911622	3.47601383507e-09	0.888888888889	9.23666279999e-08	5.2395	7.2514	7.2514	11	0
0.514399	8.02695234935e-11	0.893617021277	0.500399280568	0.3994	0.6437	0.6437	9	0
0.954743	1.06957725436e-10	0.915254237288	0.481988399797	1.372	0.9677	0.9677	11	0
0.31258	2.75142346008e-11	0.93023255814	0.499941897737	0.4704	0.4146	0.4146	9	0
0.811581	2.71027612693e-11	0.938775510204	0.221433657022	2.0664	1.4501	1.4501	10	0
0.666921	3.50290687038e-09	0.846153846154	0.998819360144	0.6461	3.9208	3.9208	9	1
0.263853	3.55649287698e-09	0.957446808511	0.462974537253	1.5363	1.3759	1.1895	9	0
0.137111	3.55669623506e-09	0.901960784314	2.59094096298e-12	7.3358	6.7457	14.1437	10	0
0.554018	3.55669625969e-09	0.909090909091	1.10087598064e-13	7.9675	7.5633	7.5633	11	0
0.246754	8.02997103343e-11	0.88	0.998550375434	0.693	11.6699	11.6699	10	0
0.397756	2.68962799382e-11	0.863636363636	0.516130512705	1.0169	1.3635	1.3635	9	0
0.397756	2.68962799382e-11	0.863636363636	0.707994862964	0.8578	1.936	1.936	9	0
0.949778	5.35844817851e-11	0.88679245283	0.108659970046	2.4209	4.4629	4.4629	11	0
0.765317	4.59685358396e-07	0.865384615385	0.975867962196	1.2499	3.2071	3.2071	10	0
0.765317	4.59685358396e-07	0.865384615385	0.495154268475	1.1091	0.7388	0.7388	10	0
0.501042	4.59712046573e-07	0.875	0.0346578118487	2.6048	1.9963	1.9963	11	0
0.566887	0.999941047552	0.813559322034	3.0859540334e-63	30.7872	22.0551	22.0551	10	0
0.791332	0.999999550769	0.825396825397	5.2506971519e-63	30.6809	21.2571	21.2571	11	0
0.614673	2.71201901599e-11	0.92	0.444973779208	2.0442	14.998	14.998	10	0
0.35169	4.1299760431e-13	0.846153846154	0.499935158567	0.3232	0.1555	0.1555	9	0
0.349728	2.668979935e-11	0.857142857143	0.348077391889	1.8493	1.2576	1.2576	9	0
0.510859	4.79296560857e-15	0.833333333333	0.501554323323	0.6725	0.9167	0.9167	9	0
0.896352	3.52918683061e-09	0.87037037037	1.12138297032e-83	40.2	50.3125	50.3125	11	0
0.353431	6.97892679433e-09	0.913043478261	0.500035253563	0.1356	0.2519	2.1123	9	0
0.0465161	5.89560571457e-05	0.892857142857	1.31536838474e-19	10.695	18.094	18.094	11	0
0.896998	6.97829787512e-09	0.869565217391	1.27817850685e-11	7.0166	7.8291	7.8291	10	0
0.774259	4.56316322813e-07	0.892857142857	7.57949504665e-17	9.4237	13.3357	13.3357	11	0
0.710136	9.08835514704e-07	0.844444444444	0.999255088429	0.5597	6.45	6.45	9	0
0.510741	5.94120796776e-05	0.916666666667	0.571875976834	1.9206	2.4695	2.4695	9	0
0.962417	0.992380239254	0.925	0.560083199854	1.9517	5.0472	5.0472	10	0
0.905736	0.99238025292	0.931818181818	1.80931185232e-17	9.7102	9.9951	9.9951	11	0
0.383758	0.999999550769	0.847826086957	6.30243472403e-11	6.6975	25.7059	25.7059	9	0
0.0943525	0.999999550769	0.867924528302	0.984365234359	1.1715	7.3488	7.3488	10	0
0.0943525	0.999999550769	0.867924528302	0.622643609229	0.6381	1.7767	1.7767	10	0
0.0902748	4.63136717256e-07	0.931034482759	2.01332372894e-21	11.5309	9.3476	8.0276	10	0
0.96787	0.000119722403819	0.867647058824	2.812739723e-43	21.5954	10.8908	88.3333	11	0
0.927973	4.63134260018e-07	0.953846153846	0.478690363319	1.4217	1.091	1.091	11	0
0.97597	0.999999996525	0.87037037037	0.500125598185	0.1031	0.3951	0.3951	11	0
0.944037	0.999999996524	0.912280701754	2.53863700514e-25	13.3266	11.7649	11.7649	11	0
0.941797	7.00602021056e-09	0.941176470588	0.00387433262316	3.1099	9.6217	9.6217	11	0
0.941797	7.00602021056e-09	0.941176470588	3.01110785386e-33	16.9766	17.3509	17.3509	11	0
0.935676	0.000119269671134	0.932203389831	4.5499523796e-19	10.4468	31.8235	37.8333	11	0
0.958698	0.99999954732	0.875	0.499972292283	0.3076	0.2468	0.2468	11	0
0.500827	4.75709445267e-15	0.886363636364	3.17773682244e-08	5.4529	4.1367	4.1367	9	0
0.468055	0.996190114479	0.882352941176	4.01792593502e-09	5.8665	20.5196	6.3359	9	0
0.468055	0.996190114479	0.882352941176	0.0105973228156	2.9073	30.1277	1.3837	9	0
0.140077	5.8952474794e-05	0.814814814815	3.19852991254e-14	8.2147	10.9125	10.9125	10	0
0.0907414	4.52682842415e-07	0.8	0.500170309986	0.5223	0.6103	0.6103	9	0
0.239724	4.52683050542e-07	0.814814814815	0.518236984399	1.0833	1.3984	1.3984	10	0
0.239724	4.52683050542e-07	0.814814814815	1.2449501967e-07	5.1798	9.7518	9.7518	10	0
0.167825	2.73045816071e-11	0.926829268293	0.499999103295	0.0192	0.0119	0.0119	9	0
0.9842	2.77238870451e-11	0.944444444444	7.0541547317e-19	10.3591	10.5341	10.5341	11	0
0.9842	2.77238870451e-11	0.944444444444	4.08107930064e-16	9.087	9.3306	9.3306	11	0
0.621196	0.800000090537	0.836734693878	0.920716083487	0.6351	2.3368	0.9602	9	0
0.621196	0.800000090537	0.836734693878	0.500043083746	0.0736	0.2414	0.0539	9	0
0.621196	0.800000090537	0.836734693878	0.517945322055	0.4142	1.344	0.561	9	0
0.894056	0.800009541281	0.862068965517	0.997945701291	0.7624	4.3198	4.3198	10	0
0.963026	0.800316172233	0.873015873016	0.998288619435	0.7229	3.9549	3.9549	11	0
0.182149	0.00761977454371	0.8	0.499504469683	0.8546	0.7822	0.7822	10	0
0.182149	0.00761977454371	0.8	7.35486123594e-16	8.9692	6.0894	6.0894	10	0
0.99701	0.999941047553	0.909090909091	0.00122022383115	3.3415	45.7692	10.8035	11	0
0.384259	0.992380228906	0.87037037037	2.17231517906e-05	4.1368	2.4319	2.4319	10	0
0.945062	0.500000000013	0.929824561404	8.22650688608e-16	8.9468	10.7451	10.7451	11	0
0.472195	0.500000114052	0.875	5.84766380469e-24	12.6992	13.8414	13.8414	11	0
0.971823	1.0	0.884057971014	2.27434318746e-14	8.2829	6.9623	6.9623	11	0
0.432097	2.04932815274e-13	0.903846153846	0.500070724996	0.5211	0.5627	0.5627	10	0
0.51738	0.000117908424357	0.88	0.995406459142	0.9243	36.0741	1.342	10	0
0.369785	3.52959345048e-09	0.860465116279	0.00260380464245	3.1865	2.6883	0.6164	9	0
0.586983	2.66960929732e-11	0.840909090909	0.999872847978	0.206	9.4754	9.4754	9	0
0.526136	3.50250332599e-09	0.854166666667	0.504625712657	0.6705	1.092	1.092	10	0
0.448089	4.63214529261e-07	0.826086956522	0.977719732951	0.6996	2.6273	2.6273	9	0
0.484035	5.98716828892e-05	0.84	0.11254535222	2.413	4.6208	4.6208	10	0
0.904062	0.999941500126	0.851851851852	0.889998309605	1.5783	3.1098	3.1098	11	0
0.723688	0.000412977187441	0.793103448276	7.88677662554e-06	4.2489	1.7302	1.7302	10	0
0.955873	0.501912229869	0.898305084746	0.292891481658	1.9369	1.1351	1.1351	11	0
0.97639	0.00761977807189	0.921568627451	0.999928324684	0.0873	4.5524	2.0424	10	0
0.79001	8.13004266008e-11	0.916666666667	0.992655996167	1.0187	18.5874	0.5518	10	0
0.0712695	9.05359921938e-07	0.921568627451	0.500444365418	0.532	0.7049	0.7049	10	0
0.566461	1.06960872283e-10	0.872340425532	0.339617249776	2.133	4.9209	9.2255	9	0
0.936418	3.60966120194e-09	0.894736842105	1.24122094325e-07	5.1804	16.9938	9.8251	11	0
0.995063	0.999941047526	1.0	5.66044248803e-06	4.4164	4.6555	4.4164	10	0
0.833117	0.992382460742	0.929824561404	0.50002645137	0.8197	0.8241	0.8241	10	0
0.204412	0.000176840102006	0.896551724138	0.968385059885	1.3156	35.9375	21.0233	10	0
0.460621	1.0508096207e-08	0.944444444444	0.0472193618959	2.482	1.6466	1.6466	10	0
0.745066	1.05622954083e-08	0.948275862069	8.53148172661e-06	4.2181	1.5985	1.5985	11	0
0.61059	5.89524745825e-05	0.863636363636	0.499961155695	0.6017	0.5842	0.5842	9	0
0.237156	5.89559768683e-05	0.931818181818	0.499993209681	0.2196	0.1986	0.1986	9	0
0.503534	4.74454507921e-15	0.84	0.500732802223	0.3744	0.732	0.4535	10	0
0.569726	1.02617055491e-12	0.92	0.998842690957	0.6479	6.2797	1.3898	10	0
0.154153	1.07167315975e-10	0.863636363636	0.500461669652	0.5109	0.7009	0.7009	9	0
0.63716	1.40381088631e-08	0.818181818182	0.422649733103	1.6908	1.2708	1.2708	10	0
0.63719	4.73588369299e-07	0.934782608696	0.499997950417	0.0859	0.0738	0.0738	9	0
0.600302	0.999999999973	0.911764705882	5.22339952947e-37	18.7085	19.6374	19.6374	11	0
0.361401	3.50250331382e-09	0.904761904762	0.500399040641	0.1474	0.596	0.0609	9	0
0.0552132	4.56235834283e-07	0.913043478261	0.939573545315	1.2256	2.4838	3.2119	10	0
0.765782	4.59631767791e-07	0.92	0.0380946915868	2.4993	0.6419	0.2566	10	0
0.765782	4.59631767791e-07	0.92	0.00103241308336	3.2769	1.7534	1.1271	10	0
0.979849	0.666666716967	0.925925925926	4.89327340693e-16	9.0507	7.4137	1.0397	11	0
0.508364	5.46217039714e-11	0.93023255814	0.493970820864	1.2096	1.0069	1.0069	9	0
0.508364	5.46217039714e-11	0.93023255814	0.499855156302	0.4836	0.3154	0.3154	9	0
0.984993	5.50331282366e-11	0.941176470588	1.50367182675e-05	4.221	4.7948	4.7948	11	0
0.984993	5.50331282366e-11	0.941176470588	1.43705439184e-07	5.1511	5.224	5.224	11	0
0.831916	0.501912567695	0.76	0.492145918808	1.1738	7.1816	0.1701	9	0
0.223264	4.59820454512e-07	0.80701754386	1.07627874156e-06	4.7484	37.1538	5.3936	10	0
0.915829	2.73172321331e-11	0.942307692308	0.050575558117	2.5634	2.2687	2.2687	11	0
0.169263	0.501912228157	0.829268292683	0.503472501835	0.2534	0.2583	1.0121	9	0
0.131034	0.501912228157	0.8	0.000129392748399	3.7905	3.9523	3.9523	10	0
0.221303	0.501926967349	0.923076923077	0.500353327712	0.7863	0.8403	0.8403	9	0
0.369376	0.501927080524	0.93023255814	2.24587449627e-07	5.0618	4.784	4.784	10	0
0.341311	6.17955503191e-13	0.772727272727	0.499997633841	0.0892	0.0754	0.0754	9	0
0.835088	6.17955504627e-13	0.791666666667	0.75789272805	1.7553	2.6448	2.6448	10	0
0.931526	6.17967865598e-13	0.807692307692	0.49801154637	0.9333	0.5816	0.5816	11	0
0.923323	0.0510607740215	0.883333333333	4.20675388637e-14	8.1599	8.2495	8.2495	11	0
0.813048	0.00761977109419	0.903846153846	0.0611072052643	2.5455	2.9503	2.9503	11	0
0.250406	2.06529195048e-13	0.871794871795	0.977207475767	1.1827	2.8698	2.8698	9	0
0.637223	2.04955671854e-13	0.869565217391	0.0272519507702	2.715	14.4384	2.4738	10	0
0.0835605	0.000117898025674	0.941176470588	0.0132751390525	2.8616	3.3848	3.3848	10	0
0.989906	5.9405128265e-05	0.905660377358	1.21910473658e-19	10.7102	11.3071	11.3071	11	0
0.276613	3.50290373608e-09	0.931818181818	0.47131634063	1.5333	1.3308	1.3308	9	0
0.964224	4.76963583238e-15	0.905660377358	0.0176801715747	2.6692	1.3602	1.3602	11	0
0.970705	7.05877557241e-09	0.857142857143	1.24000668023e-19	10.7068	89.0	14.771	11	0
0.425518	3.58359092865e-09	0.910714285714	2.43940620163e-50	24.8475	20.9412	16.4953	11	0
0.448414	2.68963039173e-11	0.877551020408	2.08812353984e-09	5.9974	7.7758	7.7758	10	0
0.867746	5.89629011797e-05	0.821428571429	0.0809985119726	2.4712	2.3817	2.3817	11	0
0.919946	0.996190116164	0.867924528302	1.68107823426e-58	28.6061	30.6296	30.6296	11	0
0.973369	0.999941047552	0.885245901639	4.3751250987e-06	4.4678	3.3548	3.3548	11	0
0.973369	0.999941047552	0.885245901639	0.563160791105	1.9492	37.6667	37.6667	11	0
0.535479	1.37196893268e-06	0.843137254902	8.70042648627e-22	11.6987	16.9065	16.9065	10	0
0.31386	2.668984889e-11	0.924528301887	5.96363792113e-08	5.327	11.4367	11.4367	10	0
0.965454	0.992380228932	0.932203389831	2.12315721493e-05	4.152	8.4931	8.4931	11	0
0.965454	0.992380228932	0.932203389831	9.43127858011e-18	9.8405	20.491	20.491	11	0
0.507719	4.52679962663e-07	0.833333333333	0.502690153547	0.0351	0.9581	0.9581	9	0
0.990077	4.59631770986e-07	0.872727272727	0.0350770212652	2.6629	4.4898	4.4898	11	0
0.990077	4.59631770986e-07	0.872727272727	2.86821906385e-14	8.2365	11.368	11.368	11	0
0.818594	4.52706650756e-07	0.913043478261	0.481057775017	1.364	0.7697	0.7697	10	0
0.937051	4.59659275572e-07	0.961538461538	0.000615987159881	3.4759	2.7396	2.7396	11	0
0.936714	3.52939328825e-09	0.882352941176	0.0568644750442	2.4111	0.7611	2.8699	11	0
0.65057	0.500015193826	0.916666666667	0.500661509045	0.0099	0.6818	0.6818	9	0
0.65057	0.500015193826	0.916666666667	0.500017179603	0.0059	0.1161	0.1161	9	0
0.891612	0.501941818843	0.929824561404	0.789098507524	1.7361	9.0353	9.0353	11	0
0.891612	0.501941818843	0.929824561404	0.50437488835	1.9965	18.4899	18.4899	11	0
0.755799	9.08889099051e-07	0.928571428571	1.34348345695e-09	6.0856	32.8621	38.3529	11	0
0.755799	9.08889099051e-07	0.928571428571	9.27605197773e-11	6.6202	19.5932	43.4286	11	0
0.382424	5.46059551898e-11	0.886363636364	0.440511972237	2.0406	2.6374	2.6374	9	0
0.382424	5.46059551898e-11	0.886363636364	0.497565892422	1.1027	0.989	0.989	9	0
0.876284	3.5562879215e-09	0.849056603774	1.66770191661e-17	9.7265	31.5	31.5	11	0
0.246146	2.09700589449e-13	0.833333333333	0.500013649487	0.0536	0.1293	0.1293	9	0
0.790038	4.16217517756e-13	0.865384615385	7.26767200921e-11	6.669	5.9369	5.9369	11	0
0.790038	4.16217517756e-13	0.865384615385	3.05905550225e-13	7.7631	9.5641	9.5641	11	0
0.94543	6.97933348595e-09	0.894736842105	6.87475987045e-05	3.917	20.951	20.951	11	0
0.792996	1.04807996014e-08	0.925925925926	0.00400378448627	3.1033	4.3792	4.3792	11	0
0.463324	1.36151506108e-06	0.875	0.500338741116	0.4148	0.6263	0.6263	10	0
0.211117	2.66945316288e-11	0.913043478261	0.49995588002	0.2249	0.0253	10.8864	9	0
0.32161	2.66945561652e-11	0.923076923077	0.499954583818	0.6653	0.6506	0.6506	10	0
0.502451	2.66961539421e-11	0.929824561404	2.12695483512e-14	8.2963	7.7139	7.7139	11	0
0.00375395	1.05078882251e-08	0.888888888889	0.0232439352691	2.7476	3.5769	3.5769	10	0
0.817123	0.00773633535397	0.9	1.02900832588e-07	5.2179	9.5966	9.5966	11	0
0.317577	8.00646045298e-11	0.928571428571	0.500368065095	0.1706	0.5844	0.5844	9	0
0.886681	4.52760228799e-07	0.941176470588	6.78556465459e-27	14.051	11.5984	11.5984	11	0
0.886681	4.52760228799e-07	0.941176470588	1.18980205491e-21	11.6361	10.358	10.358	11	0
0.665965	0.00773588622804	0.913043478261	8.73206450504e-06	4.3297	10.5125	10.5125	10	0
0.296236	0.999999547347	0.792452830189	8.53492675739e-18	9.8586	2.7927	2.7927	9	1
0.458731	0.0151243020485	0.977777777778	0.498078926109	0.9747	0.7646	0.7646	9	0
0.783749	0.0151814848291	0.981481481481	2.38688577495e-06	4.5891	4.039	4.039	11	0
0.372839	1.04549215651e-08	0.914893617021	0.523482711423	1.9812	0.49	6.6661	9	0
0.372839	1.04549215651e-08	0.914893617021	0.504530312419	0.2918	0.0165	1.0654	9	0
0.894511	1.04551265086e-08	0.803571428571	1.33249455377e-30	15.7581	11.6306	11.6306	11	0
0.30004	3.58256491628e-09	0.938775510204	0.499998649516	0.0475	0.0379	0.0379	10	0
0.30004	3.58256491628e-09	0.938775510204	0.499994823217	0.1814	0.1621	0.1621	10	0
0.51842	0.00767783208416	0.943396226415	0.61498352242	1.8033	2.16	2.16	11	0
0.986045	4.5270727498e-07	0.923076923077	9.14012781506e-08	5.2416	4.2569	4.2569	11	0
0.936304	1.04814221916e-08	0.92	0.506861348077	0.3964	1.1499	1.1499	10	0
0.810067	4.59658249367e-07	0.844444444444	0.503913650746	0.4031	1.0402	1.0402	9	0
0.186948	2.69057464378e-11	0.931818181818	0.016554659935	2.8159	2.9272	2.9272	9	0
0.0375339	3.52918838052e-09	0.877551020408	6.58810547415e-09	5.7676	5.5869	5.5869	10	0
0.995464	3.50249226358e-09	0.914893617021	6.53957413168e-22	11.7558	11.4946	11.4946	11	0
0.995464	3.50249226358e-09	0.914893617021	9.18354823976e-93	44.3846	58.6207	58.6207	11	0
0.364631	0.00761977112067	0.769230769231	0.503528407599	0.6108	1.0366	1.0366	9	0
0.364631	0.00761977112067	0.769230769231	0.0273229257989	2.5788	1.3738	1.3738	9	0
0.0110648	0.999999996524	0.93023255814	1.17470977364e-12	7.494	7.8235	7.8235	10	0
0.596439	9.08862614243e-07	0.791666666667	0.477549909399	1.3894	0.2934	0.2934	9	0
0.573956	3.47581044131e-09	0.923076923077	0.500066184079	0.4719	0.5207	0.5207	9	0
0.554075	0.500059403317	0.916666666667	0.426782736174	1.6574	1.0225	1.9552	9	0
0.954788	0.750014880873	0.936170212766	2.1821213737e-27	14.2779	13.0749	13.0749	11	0
0.669054	4.52679972033e-07	0.92	0.555129134314	1.5569	1.7599	1.7599	9	0
0.514968	0.000236220667914	0.769230769231	1.04882654781e-07	5.0841	1.3851	1.3851	9	0
0.0784221	5.37925606212e-11	0.869565217391	0.00313993415568	3.1478	2.6243	12.7134	10	0
0.962438	8.06904141617e-11	0.88	1.06000793602e-15	8.8961	9.8182	6.3568	11	0
0.962438	8.06904141617e-11	0.88	4.26193101094e-79	38.0909	39.6818	53.3333	11	0
0.329724	5.94051280774e-05	0.97619047619	0.499963397164	0.2304	0.0879	0.0879	9	0
0.990031	0.500014853461	0.981818181818	0.00771420486091	2.9707	2.9959	2.9959	11	0
0.989098	9.09049027745e-07	0.877192982456	2.11097790534e-09	5.995	3.2209	3.2209	11	0
0.445504	0.992380242624	0.739130434783	0.000784203172693	3.2922	0.9364	0.9364	9	0
0.0335905	0.992438299957	0.76	1.53502388722e-18	10.2034	3.2455	3.2455	10	0
0.964725	0.500000000876	0.892857142857	4.55557122662e-10	6.3019	6.4084	6.4084	11	0
0.416518	3.5568980554e-09	0.934782608696	0.889085895622	1.4227	2.3935	2.3935	9	0
0.533116	7.03270209258e-09	0.94	0.501297163519	0.6709	0.8913	0.8913	10	0
0.533116	7.03270209258e-09	0.94	0.633354556793	1.1961	1.8204	1.8204	10	0
0.533116	7.03270209258e-09	0.94	7.96730094796e-05	3.8875	5.6928	5.6928	10	0
0.729147	0.000117905109067	0.888888888889	2.11326370858e-38	19.35	36.6667	36.6667	9	0
0.996625	0.0299093337307	0.903225806452	1.62438181985e-25	13.4159	17.4667	17.4667	11	0
0.996625	0.0299093337307	0.903225806452	1.85470003319e-32	16.613	33.1212	33.1212	11	0
0.457876	7.05877884082e-09	0.92	4.06617133208e-20	10.9298	5.5948	12.3693	10	0
0.585665	5.33826848777e-11	0.857142857143	0.0353147894722	2.6615	21.9466	1.5444	9	0
0.585665	5.33826848777e-11	0.857142857143	3.43212879853e-08	5.4375	45.5385	3.3753	9	0
0.0378193	8.02789648993e-11	0.869565217391	8.38145155365e-12	7.101	39.5	48.2727	10	0
0.37294	0.00762021700735	0.863636363636	0.216251304499	2.0937	1.608	1.608	9	0
0.143845	6.97829628915e-09	0.907407407407	8.47983762747e-14	8.0197	7.7769	7.7769	10	0
0.479248	2.71011877489e-11	0.933333333333	0.498893777561	1.0787	1.0296	1.0296	9	0
0.9835	2.71012002962e-11	0.944444444444	2.87313486111e-40	20.2096	20.7485	20.7485	11	0
0.472499	7.0056009067e-09	0.928571428571	0.499777377227	0.6177	0.4992	0.4992	9	0
0.0553968	0.500000228091	0.938775510204	0.499989876759	0.1071	0.0466	0.0466	10	0
0.0361746	1.419923886e-14	0.86	1.81486074838e-06	4.6439	6.0093	6.0093	10	0
0.952368	1.03882043219e-12	0.875	0.000310504992945	3.6154	5.3775	5.3775	11	0
0.323599	5.37973524514e-11	0.893617021277	7.24528511763e-10	6.2091	6.1418	6.1418	10	0
0.996527	6.97850908695e-09	0.907407407407	1.25809104078e-07	5.1777	6.712	6.712	11	0
0.99139	2.73045815064e-11	0.913043478261	1.33160099582e-75	36.4815	27.0597	27.0597	11	0
0.940592	0.999941047553	0.9	0.0099863457525	2.9193	48.8	2.2024	10	0
0.940592	0.999941047553	0.9	0.88665302115	1.5886	38.8182	1.5917	10	0
0.892976	5.98614429105e-05	0.877192982456	4.79285705279e-72	34.8438	50.641	50.641	11	0
0.620815	0.00762021692848	0.88	0.430687465636	1.7428	1.5593	1.5593	10	0
0.620815	0.00762021692848	0.88	0.473250819806	1.5008	1.2632	1.2632	10	0
0.451853	0.501912229889	0.75	0.998672540958	0.6678	3.8449	3.8449	9	0
0.431152	0.666666667448	0.767857142857	0.738850006084	1.792	8.1528	8.1528	10	0
0.939424	0.666666667834	0.783333333333	1.50033932909e-14	8.3661	22.6981	22.6981	11	0
0.939424	0.666666667834	0.783333333333	5.42738339735e-23	12.2536	32.5	32.5	11	0
0.940812	0.992381127315	0.777777777778	6.15114278229e-31	15.9127	12.4043	12.4043	11	0
0.0129045	1.39568021074e-08	0.86	0.999939873515	0.0562	10.2835	1.1661	10	0
0.449028	0.50569324875	0.745454545455	3.54373306099e-08	5.4311	12.7647	12.7647	9	0
0.878034	0.505708538384	0.78125	6.92470158335e-07	4.8366	7.538	7.538	11	0
0.359121	3.47662700774e-09	1.0	0.499999998511	0.0368	0.0144	0.0368	9	0
0.359121	3.47662700774e-09	1.0	0.499999998776	0.0172	0.0298	0.0172	9	0
0.359121	3.47662700774e-09	1.0	0.499998852791	0.7018	1.1397	0.7018	9	0
0.929024	4.52679962664e-07	0.867924528302	0.500827678964	0.937	0.9966	0.9966	11	0
0.203668	9.08864871523e-07	0.814814814815	0.000273236709439	3.5102	1.3659	1.3659	10	0
0.446135	2.68931336426e-11	0.901960784314	0.500000800781	0.0795	0.0842	0.0842	9	0
0.921424	6.97850122056e-09	0.916666666667	5.37297150508e-05	3.9662	3.3852	3.3852	11	0
0.544652	0.666679868846	0.851851851852	1.88674649366e-05	4.1756	3.8316	3.8316	10	0
0.371446	9.05359921926e-07	0.911111111111	0.500174718531	0.2363	0.4789	0.4789	9	0
0.0321331	9.0889094343e-07	0.923076923077	0.51613581141	0.9836	1.3574	1.3574	10	0
0.360141	1.81424656179e-06	0.914893617021	0.825490705042	1.6892	6.1386	4.5017	9	0
0.360141	1.81424656179e-06	0.914893617021	0.000175622168608	3.7294	5.8467	5.9228	9	0
0.259978	3.47580408673e-09	0.895833333333	3.21037223864e-05	4.0693	4.2511	4.2511	10	0
0.634177	0.0076197745702	0.9375	2.49953873273e-13	7.8035	6.0103	14.7586	11	0
0.710431	3.50290681109e-09	0.903846153846	5.99608171813e-13	7.6285	45.4	8.0139	11	0
0.953559	0.500000001738	0.9	0.543090435072	1.2214	1.5784	1.5784	11	0
0.7193	1.07577239392e-10	0.88679245283	7.10665503493e-18	9.8971	9.4983	9.4983	11	0
0.593107	0.750007369713	0.873015873016	0.00152407337706	3.2965	3.0722	3.0722	10	0
0.363691	4.59631769341e-07	0.941176470588	0.990737047105	0.8197	2.8643	2.8643	9	0
0.461379	1.0	0.892857142857	1.07037546371e-06	4.7495	16.9673	9.1831	10	0
0.461379	1.0	0.892857142857	0.382134064465	2.0961	23.1759	2.844	10	0
0.982997	0.992381120444	0.83606557377	2.97693924573e-05	4.0844	5.3953	5.3953	11	0
0.97131	0.00762021692869	0.823529411765	1.77892416348e-06	4.6479	7.8045	7.8045	10	0
0.599455	4.52679975156e-07	0.921568627451	0.500078952041	0.3064	0.4186	0.4186	9	0
0.599455	4.52679975156e-07	0.921568627451	0.514543719586	1.2295	1.415	1.415	9	0
0.487786	4.52679975192e-07	0.927272727273	0.536963820547	1.3058	1.5763	1.5763	10	0
0.769235	3.55772722244e-09	0.863636363636	0.990219151066	1.0765	26.1356	26.1356	9	0
0.94714	4.63295831392e-07	0.890909090909	7.82521278602e-10	6.1937	34.6154	34.6154	11	0
0.94714	4.63295831392e-07	0.890909090909	8.95423581343e-72	34.7188	47.6364	47.6364	11	0
0.608214	7.00540229224e-09	0.903846153846	3.38812419837e-05	4.0585	3.6752	3.6752	11	0
0.854272	0.00762021698186	0.928571428571	0.17482065129	2.1259	2.1145	0.9713	10	0
0.854272	0.00762021698186	0.928571428571	0.00147738958352	3.3032	3.7823	5.1827	10	0
0.508008	2.66881898621e-11	0.904761904762	9.67095752619e-25	13.0591	12.368	12.368	10	0
0.362413	0.834182130446	0.866666666667	0.500023762545	0.2361	0.2919	0.2919	9	0
0.649254	0.834182130446	0.877551020408	0.792174769493	1.7222	2.772	2.772	10	0
0.124159	6.31797407919e-15	0.872340425532	0.0419265785606	2.6248	2.928	2.928	10	0
0.216847	3.47601218962e-09	0.909090909091	0.952461057301	1.4005	15.3616	9.4797	9	0
0.216847	3.47601218962e-09	0.909090909091	0.499663040811	0.5627	0.119	0.7683	9	0
0.524883	3.47601860489e-09	0.888888888889	4.42686342052e-14	8.1497	6.4339	6.4339	11	0
0.064542	4.52733958363e-07	0.909090909091	0.117014874127	2.4042	4.2518	4.2518	9	0
0.064542	4.52733958363e-07	0.909090909091	0.538847121094	1.0406	1.5288	1.5288	9	0
0.355821	1.81424676831e-06	0.923076923077	1.55907936288e-07	5.1348	13.3654	16.4516	10	0
0.355821	1.81424676831e-06	0.923076923077	2.64679885266e-10	6.4105	7.6078	22.0551	10	0
0.717084	1.81427407748e-06	0.933333333333	7.65884728855e-16	8.9611	8.5519	8.5519	11	0
0.724548	9.47775463122e-15	0.931818181818	3.57284246448e-16	9.1136	6.1986	6.1986	9	0
0.581469	9.05359718545e-07	0.9375	0.432428065	1.6308	0.6844	0.6844	10	0
0.581469	9.05359718545e-07	0.9375	8.6973737651e-12	7.0936	5.8765	5.8765	10	0
0.751279	0.500029481471	0.925925925926	0.500547208707	0.3196	0.6741	0.6741	9	0
0.751279	0.500029481471	0.925925925926	0.745237817742	1.7246	2.3742	2.3742	9	0
