hydrophobicity_score	Recognition_score	self_sequence_similarity	EL_dissimilarity	EL_mt_rank	EL_wt_rank	EL_ht_rank	Pep_len	response
0.346819	1.81772275679e-06	0.875	0.500029057527	0.0497	0.1882	0.1882	9	0
0.346819	1.81772275679e-06	0.875	0.506793650054	0.521	1.1521	1.1521	9	0
0.458197	2.68962928614e-11	0.909090909091	0.999531380619	0.0635	3.4229	41.125	9	0
0.306845	0.00767962208079	0.754716981132	0.262309225856	2.2068	4.7647	4.7647	10	0
0.466865	0.00767962550362	0.771929824561	1.89488660699e-43	21.6744	16.285	16.285	11	0
0.96206	0.0151269431745	0.881355932203	1.88830712205e-08	5.557	38.7059	38.7059	11	0
0.96206	0.0151269431745	0.881355932203	1.08078896968e-14	8.4317	38.3636	38.3636	11	0
0.0446557	4.56182656482e-07	0.787234042553	0.995266690419	0.9303	4.748	4.748	9	0
0.887601	4.52787131383e-07	0.923076923077	2.65088211592e-05	4.1076	4.2502	4.2502	11	0
0.963785	0.99999977366	0.877192982456	3.35183248294e-06	4.5212	6.8805	6.8805	11	0
0.159539	4.5620934645e-07	0.921568627451	4.00968393033e-26	13.6957	29.4	18.4126	10	0
0.159539	4.5620934645e-07	0.921568627451	0.000178302140766	3.5909	1.1774	12.9478	10	0
0.978368	0.999999999973	0.950819672131	0.500001941054	0.2407	0.2458	0.2458	11	0
0.604252	9.05360128431e-07	0.927272727273	0.72869979477	1.7919	2.7114	2.7114	11	0
0.610032	0.666666818739	0.759259259259	0.241765711358	2.2286	4.0501	1.8459	10	0
0.610032	0.666666818739	0.759259259259	0.653167213461	1.8734	4.3836	2.3374	10	0
0.325244	4.13070848742e-13	0.9375	1.75288996632e-09	6.0324	6.9402	6.9402	10	0
0.813089	3.50290533396e-09	0.942307692308	8.4425715893e-21	11.2442	11.4741	11.4741	11	0
0.162502	3.52939015281e-09	0.829268292683	0.999469680265	0.4917	16.6822	1.0675	9	0
0.162502	3.52939015281e-09	0.829268292683	0.939174946208	1.4526	38.5	1.9189	9	0
0.135377	0.501912228157	0.8	0.292243701136	2.1435	2.2558	3.1825	10	0
0.962874	0.501912228157	0.816326530612	1.58744741186e-25	13.4205	14.7108	14.7108	11	0
0.382071	9.09022741647e-07	0.928571428571	0.532748828501	0.7697	1.4757	1.4757	9	0
0.502029	9.09023564628e-07	0.934782608696	0.02738259776	2.714	3.746	3.746	10	0
0.502029	9.09023564628e-07	0.934782608696	6.23391361406e-06	4.3971	6.9921	6.9921	10	0
0.969921	5.9861390767e-05	0.94	0.653124676867	1.8718	3.0336	3.0336	11	0
0.571218	0.999941047552	0.888888888889	0.521248103346	1.1394	1.4373	1.4373	9	0
0.421154	0.99999954732	0.921568627451	0.675667304171	0.4182	1.8778	5.0032	9	0
0.966957	0.99999954732	0.934426229508	0.102829336874	2.4332	3.6127	3.6127	11	0
0.895656	0.000118354047201	0.869565217391	0.0142590454772	2.7277	1.5883	1.5883	10	0
0.641701	0.000118354047203	0.88	5.55948222888e-06	4.42	5.4188	5.4188	11	0
0.560423	5.94051280664e-05	0.833333333333	0.500330310848	0.2377	0.5764	0.5764	9	0
0.873899	5.94051282761e-05	0.857142857143	0.308600101966	2.1239	2.2349	2.2349	11	0
0.981529	3.47642204092e-09	0.892857142857	0.000948670411345	3.3919	30.0556	30.0556	11	0
0.66199	1.6104219234e-15	0.883720930233	0.499993067747	0.2107	0.1882	0.1882	9	0
0.66199	1.6104219234e-15	0.883720930233	0.499997865312	0.1125	0.1015	0.1015	9	0
0.971505	2.68931456316e-11	0.903846153846	0.199011291599	2.2784	3.4318	3.4318	11	0
0.742654	4.52680172231e-07	0.93023255814	0.54954186573	1.3269	1.632	1.632	10	0
0.742654	4.52680172231e-07	0.93023255814	6.25121843847e-15	8.5412	6.9782	6.9782	10	0
0.548142	2.69026342472e-11	0.888888888889	0.539502575438	0.3777	1.5097	0.1966	9	0
0.175781	0.00762021700735	0.875	1.2202985311e-07	5.1838	5.8231	5.8231	10	0
0.175781	0.00762021700735	0.875	3.82457205854e-17	9.5605	9.5162	9.5162	10	0
0.301307	0.000176840076131	0.93023255814	0.997983546694	0.7586	4.2931	4.2931	9	0
0.988111	0.000177745169634	0.943396226415	0.000108679357501	3.8254	15.1421	15.1421	11	0
0.245112	0.500000230705	0.9375	0.00494707221314	3.0608	10.6332	10.6332	11	0
0.118	3.61007573581e-09	0.781818181818	0.154995600366	2.1601	0.3283	8.301	9	0
0.948077	4.63215561797e-07	0.823529411765	2.20403268969e-27	14.2759	4.1898	3.7447	11	0
0.288061	2.66882262028e-11	0.926829268293	0.496144814935	1.0907	0.8258	0.8258	9	0
0.882795	0.999999909464	0.954545454545	0.55690887541	0.9021	1.5985	1.5985	11	0
0.164879	5.89525014756e-05	0.936170212766	0.500524507452	0.1979	0.6503	0.6503	9	0
0.27946	0.998084108234	0.879310344828	2.88520329141e-07	5.0117	8.7678	8.7678	10	0
0.875469	0.99808410845	0.892307692308	1.03834419569e-25	13.5054	16.5015	16.5015	11	0
0.0865943	4.52680373942e-07	0.913043478261	0.551483017639	1.5639	1.7556	1.7556	10	0
0.690904	6.97850438089e-09	0.909090909091	1.41406381435e-29	15.2857	15.3849	15.3849	11	0
0.586884	1.73792281341e-08	0.914893617021	0.499968172868	0.2329	0.1178	0.1178	9	0
0.556739	9.26214299775e-07	0.921568627451	6.37807882764e-05	3.9237	2.485	2.485	10	0
0.556739	9.26214299775e-07	0.921568627451	2.11702206506e-08	5.5341	3.5969	3.5969	10	0
0.577781	0.503809890701	0.829787234043	0.998562826891	0.6909	4.4279	4.4279	10	0
0.322947	4.52681601932e-07	0.928571428571	0.499574882	0.7909	0.702	0.702	9	0
0.322947	4.52681601932e-07	0.928571428571	0.499998825189	0.0577	0.0498	0.0498	9	0
0.3863	0.5075623688	0.943396226415	0.499990536023	0.2806	0.259	0.259	10	0
0.663776	4.52680373942e-07	0.904761904762	0.50002462319	0.1464	0.2304	0.0213	9	0
0.0406559	6.97830425266e-09	0.918367346939	0.499967965967	0.333	0.2709	0.2709	10	0
0.79806	6.03277304689e-05	0.933333333333	0.499979912476	0.2612	0.2064	0.2064	11	0
0.360475	4.52680580412e-07	0.860465116279	0.500004633897	0.0591	0.0874	0.0874	9	0
0.868653	6.07630597732e-05	0.918032786885	7.84822155697e-21	11.2588	7.8329	43.3571	11	0
0.951548	0.00017729617669	0.866666666667	3.5611919094e-07	4.9696	14.6805	14.6805	11	0
0.828353	5.94121324346e-05	0.978723404255	0.49647454222	1.0188	0.377	0.377	10	0
0.182076	3.55648660708e-09	0.936170212766	0.500023084149	0.2636	0.3118	0.3118	9	0
0.989689	0.500000000889	0.945454545455	0.498412434559	1.4263	1.4251	1.4251	11	0
0.989689	0.500000000889	0.945454545455	6.40772283943e-06	4.3916	4.9528	4.9528	11	0
0.462732	4.16145297199e-13	0.847826086957	0.588663821054	0.7807	1.6967	1.6967	10	0
0.788497	4.16253846165e-13	0.86	0.527955532388	0.9512	1.4549	1.4549	11	0
0.702282	3.5291821118e-09	0.93023255814	0.998351582332	0.7183	4.3661	4.3661	9	0
0.896901	0.500000228098	0.944444444444	0.509644617869	1.7199	1.8016	1.8016	11	0
0.290902	6.17076766241e-17	0.857142857143	0.500177376313	0.6674	0.7168	0.7168	9	0
0.170369	2.75110380236e-11	0.933333333333	0.499988544526	0.1611	0.11	0.11	9	0
0.870798	4.70113593283e-07	0.943396226415	2.31663746753e-19	10.5818	7.222	7.222	11	0
0.626163	0.999941047526	0.857142857143	0.99919430551	0.5754	4.2543	6.5376	9	0
0.955885	2.0810318205e-13	0.895833333333	9.51877179574e-09	5.694	8.3024	8.3024	11	0
0.955885	2.0810318205e-13	0.895833333333	0.500868158473	0.7018	0.8552	0.8552	11	0
0.66461	7.00622980444e-09	0.931034482759	0.499985294237	0.1499	0.0768	9.4634	10	0
0.345004	3.5558735804e-09	0.931818181818	0.499999102941	0.0275	0.0205	0.0205	9	0
0.345004	3.5558735804e-09	0.931818181818	0.500000700576	0.0401	0.0451	0.0451	9	0
0.442843	0.0076197745698	0.9375	0.00205406196056	3.2303	2.5253	2.5253	10	0
0.80311	3.47601215366e-09	0.875	5.74864681661e-06	4.4133	3.8851	3.8851	10	0
0.916067	0.000117898025679	0.945454545455	4.03604521104e-09	5.8656	4.752	4.752	11	0
0.445439	4.52706858823e-07	0.906976744186	0.903186202949	1.1343	2.3174	2.3174	9	0
0.164719	4.52707274956e-07	0.914893617021	0.501248814345	0.3641	0.8234	0.8234	10	0
0.67079	4.63161373635e-07	0.925925925926	0.502052280975	0.299	0.9114	0.9114	11	0
0.992827	0.999999996524	0.936170212766	6.49181551429e-24	12.6783	12.7297	12.7297	11	0
0.992827	0.999999996524	0.936170212766	1.20984083878e-41	20.8431	17.5789	17.5789	11	0
0.520938	0.992380235831	0.916666666667	0.512640669794	0.2915	1.2712	0.5114	9	0
0.608587	0.992380249497	0.925	0.0165529411743	2.8169	5.6342	5.6342	10	0
0.48686	0.992380684982	0.76	3.18107128909e-10	6.3726	2.8955	2.8955	10	0
0.968626	0.992438735599	0.777777777778	3.83390009495e-28	14.6257	5.437	5.437	11	0
0.0872022	0.0151247510988	0.918367346939	0.500154813336	0.707	0.7437	1.2314	9	0
0.163028	9.05414942292e-07	0.913043478261	0.499821342043	0.5249	0.3558	1.021	9	0
0.0296573	5.89524745856e-05	0.9375	0.50000172843	0.1252	0.1332	0.1332	10	0
0.119776	7.00540069512e-09	0.844444444444	1.96777957342e-05	4.1672	67.6667	4.8232	10	0
0.706034	0.999941496704	0.896551724138	0.500700545928	0.5265	0.7608	0.7608	10	0
0.732483	0.500015193833	0.928571428571	0.500205468473	0.6096	0.6814	0.6814	11	0
0.537829	0.500000114052	0.74	0.21290548528	2.2615	12.4105	12.4105	9	0
0.597332	3.55690583919e-09	0.854166666667	2.79288952086e-05	4.0509	2.0703	2.0703	9	0
0.980248	4.59685976277e-07	0.877192982456	2.27398016754e-18	10.125	8.397	8.397	11	0
0.480291	0.996190115328	0.816666666667	7.53159023259e-13	7.5829	5.7772	5.7772	9	0
0.0523399	0.996190115335	0.828125	2.14084767385e-20	11.0581	7.9358	7.9358	10	0
0.714502	0.996190115335	0.842857142857	3.17527156763e-34	17.4265	16.1981	16.1981	11	0
0.957253	0.999999547347	0.891891891892	3.21158700056e-56	27.5556	17.7519	17.7519	11	0
0.273625	4.09887552337e-13	0.869565217391	0.934501276479	1.0253	2.4048	2.4048	9	0
0.92239	4.59765422951e-07	0.881355932203	2.58571735218e-06	4.5731	4.3027	4.3027	11	0
0.29312	9.0886363574e-07	0.865384615385	0.555643565833	1.9553	18.4305	26.5932	10	0
0.960029	9.0886364046e-07	0.875	7.77252340113e-07	4.8135	25.5217	2.1704	11	0
0.689187	1.7379023215e-08	0.925925925926	2.91810958304e-11	6.8515	5.4135	5.4135	10	0
0.974056	1.73794330658e-08	0.931034482759	0.0309936103779	2.6132	1.9122	1.9122	11	0
0.886757	3.52939963018e-09	0.892857142857	6.38279576416e-13	7.616	7.4282	7.4282	11	0
0.332094	8.29312687821e-13	0.941176470588	0.500019902986	0.3692	0.3952	0.3952	10	0
0.433261	4.52680577483e-07	0.931818181818	0.521364797858	1.0803	1.4243	1.4243	9	0
0.827451	4.52814229497e-07	0.938775510204	0.568407834263	1.9224	2.458	2.458	10	0
0.884441	5.94087645939e-05	0.943396226415	0.500652126817	0.5039	0.7439	0.7439	11	0
0.884441	5.94087645939e-05	0.943396226415	4.03004037658e-15	8.629	10.2	10.2	11	0
0.408321	1.57527639128e-16	0.918367346939	0.500281281232	0.3427	0.5776	0.5776	9	0
0.818952	2.27037416978e-06	0.932203389831	0.577831007771	1.5019	1.7818	1.7818	11	0
0.382033	0.00761977109459	0.910714285714	1.75525960119e-19	10.6373	23.5275	23.5275	11	0
0.382033	0.00761977109459	0.910714285714	1.26201849314e-26	13.9269	18.3291	18.3291	11	0
0.753757	7.00601542847e-09	0.882352941176	1.95656679458e-14	8.313	7.953	7.953	11	0
0.373956	0.99999954732	0.847826086957	0.499988862772	0.1145	0.0497	0.0497	9	0
0.0376512	4.63321696563e-07	0.806451612903	0.000606158553627	3.3429	0.4762	45.8462	10	1
0.514585	5.8952502508e-05	0.896551724138	3.87597603403e-27	14.163	43.8571	43.8571	10	0
0.891569	5.8952556496e-05	0.903225806452	1.08415134544e-27	14.4178	52.037	52.037	11	0
0.567024	0.00762111546802	0.883333333333	3.13949936021e-36	18.3498	14.4423	14.4423	11	0
0.937781	4.596582556e-07	0.92	0.000760698734302	3.4361	4.1248	4.1248	11	0
0.992992	0.505708538391	0.784615384615	0.452059502285	1.572	1.0907	1.0907	11	0
0.551195	4.52679968812e-07	0.853658536585	0.499998562406	0.1005	0.0927	0.0927	9	0
0.479823	0.500000453549	0.9	0.500011837827	0.0545	0.1214	0.1214	9	1
0.541639	0.00761978136451	0.862745098039	0.999930038815	0.0865	14.0832	14.0832	9	0
0.881933	3.50270503834e-09	0.829787234043	0.517235279981	0.4942	1.3368	1.3368	10	0
0.739965	4.70380468535e-07	0.854166666667	0.499987813736	0.2865	0.2591	0.2591	9	0
0.595512	0.000235775176189	0.818181818182	0.688899176413	0.9818	1.9074	1.9074	9	0
0.215028	0.0225733763871	0.859649122807	8.09302407099e-06	4.3449	6.4652	6.4652	10	0
0.49828	6.27383991563e-13	0.823529411765	0.152266632706	2.1652	0.2211	12.0488	10	0
0.121631	9.05359920365e-07	0.903846153846	0.580898266988	1.6208	1.864	1.864	10	0
0.321791	0.0151242985996	0.888888888889	1.4692702288e-09	6.0677	6.0165	6.0165	10	0
0.375201	5.41977031519e-11	0.865384615385	1.10231712519e-05	4.2831	37.3889	37.3889	10	0
0.444271	5.94087120512e-05	0.849056603774	0.499969502117	0.2052	0.0738	0.0738	9	0
0.576048	0.999941047526	0.867924528302	3.38174340073e-05	4.0589	4.8853	4.8853	10	0
0.325115	2.14372547187e-13	0.878048780488	0.499946940128	0.279	0.1058	0.1058	9	0
0.409561	0.000176850607598	0.88	0.860080532575	0.5555	2.1903	6.4698	9	0
0.612022	0.992380228959	0.863636363636	0.49999552132	0.0955	0.0694	0.0694	9	0
0.770689	1.39038513036e-08	0.88679245283	0.00354735274405	3.1276	6.5911	3.8951	10	0
0.472839	4.52680164255e-07	0.88679245283	0.50467161809	0.245	1.0706	38.8235	10	0
0.26857	0.992380228906	0.84	0.499831946686	0.5305	0.3829	0.3829	9	0
0.805025	0.992380232329	0.851851851852	0.459239681144	1.5673	1.2592	1.2592	10	0
0.638755	1.04288656006e-08	0.88	0.499955747937	0.385	0.3181	0.06	10	0
0.600846	0.999941047525	0.837209302326	0.499980567424	0.1631	0.0679	0.7419	9	0
0.737447	0.99999954732	0.851063829787	0.323307083812	1.8828	0.9937	0.9937	10	0
0.808645	0.996175543719	0.92	0.9989856577	0.6215	12.2328	14.3081	10	0
0.610991	5.94156880809e-05	0.866666666667	0.499932202519	0.34	0.1822	0.1822	9	0
0.94793	0.0076202306473	0.88679245283	0.974405887464	1.271	3.6343	0.6264	10	0
0.489769	8.04807729617e-11	0.877551020408	0.999667819558	0.3981	12.6395	12.6395	10	0
0.117572	3.52939010438e-09	0.888888888889	0.499995700699	0.1015	0.0773	0.0773	10	0
0.836828	0.999941496704	0.862745098039	0.999227804262	0.5669	10.5681	10.5681	10	0
0.376986	2.68963536379e-11	0.890909090909	5.90436141466e-14	8.0921	5.958	5.958	10	0
0.579943	0.992380232329	0.905660377358	0.493267282676	1.1639	0.7152	5.1798	10	0
0.303319	4.52706861983e-07	0.918367346939	0.990528956418	1.07	13.1682	13.1682	9	0
0.648477	0.00762200357899	0.851063829787	0.499745302849	0.5764	0.3781	0.3781	9	0
0.220165	4.59633009761e-07	0.888888888889	0.0279224320024	2.71	4.2995	1.437	10	0
0.693756	3.52959502344e-09	0.826086956522	0.500237949535	0.1607	0.5087	0.5087	9	0
0.274315	1.0	0.905660377358	0.0110946047214	2.8957	2.7508	2.7508	10	0
0.778179	0.0151819237924	0.730769230769	0.0158723075381	2.7033	1.5616	1.5616	10	0
0.398314	4.56182869329e-07	0.914893617021	0.500414059848	0.5678	0.7134	0.7134	10	0
0.597936	5.8955950188e-05	0.863636363636	0.500862119099	0.0051	0.7331	0.7331	9	0
0.319474	0.000117904948973	0.875	0.999900574251	0.1568	9.7435	9.7435	10	0
0.730093	5.41993248135e-11	0.854166666667	0.499958346392	0.6359	0.6202	0.6202	10	0
0.616451	3.50250015581e-09	0.843137254902	0.495202351791	1.2803	1.1945	1.1945	10	0
0.116865	3.47584619091e-08	0.890909090909	0.277458480683	2.1687	2.3389	2.3389	10	0
0.451496	4.5270665227e-07	0.836734693878	0.440477509896	1.8407	1.8093	1.8093	10	0
0.512096	1.0	0.758620689655	0.769060829174	1.5415	2.1633	2.1633	10	0
0.638135	1.36164831094e-06	0.837209302326	0.9999427199	0.0465	11.7308	11.7308	9	0
0.58545	0.50001473856	0.860465116279	0.500165087962	0.1418	0.4462	0.4462	9	0
0.556344	1.06967189887e-10	0.866666666667	0.499965223936	0.2109	0.0583	0.0583	9	0
0.580181	5.94086034544e-05	0.820512820513	0.499973651659	0.1896	0.691	0.0701	9	0
0.749661	0.500000000007	0.86	1.63396393403e-06	4.6649	10.4169	10.4169	10	0
0.545115	5.89559772922e-05	0.88	0.999809086656	0.2873	8.9285	8.9285	10	0
0.672799	4.56183071052e-07	0.895833333333	0.502824524876	0.3472	0.9749	0.9749	9	0
0.269442	5.89559503897e-05	0.869565217391	0.498164115263	1.0024	0.8468	0.8468	10	0
0.657055	0.00762066618481	0.867924528302	0.499961737407	1.176	1.1783	1.1783	10	0
0.607626	1.02784044384e-12	0.909090909091	0.500007222116	0.0074	0.0609	0.165	9	0
0.399059	4.56156788114e-07	0.916666666667	0.499992181302	0.141	0.1037	0.1037	10	0
0.640702	0.992380239228	0.909090909091	0.51068778141	1.0848	1.3174	1.3174	9	0
0.351294	6.95202267189e-09	0.854166666667	0.361229129984	1.8094	0.6237	0.6237	10	0
0.0606081	1.05076941988e-08	0.897959183673	0.500503957194	0.6215	0.7599	0.7599	10	0
0.433564	3.50271617371e-09	0.911111111111	0.616125157716	0.1451	1.761	1.761	9	0
0.0985137	4.63107578088e-07	0.822222222222	0.418430951212	1.7058	1.2984	1.2984	10	0
0.360231	9.05440197551e-07	0.925925925926	5.00456716966e-10	6.2831	24.8442	10.5763	10	0
0.732004	0.992380674714	0.914893617021	0.000935026708242	3.3948	13.792	15.6983	10	0
0.139419	0.999999996525	0.846153846154	0.0016487647232	3.2812	3.7514	3.7514	10	0
0.422039	7.03433988783e-09	0.897959183673	0.500486394596	0.2846	0.6486	0.6486	10	0
0.916222	0.00761977114696	0.739130434783	0.000475342265112	3.5302	1.7903	9.4357	10	0
0.518155	9.49022464832e-15	0.813953488372	0.501021754292	0.4841	0.8066	0.8066	9	0
0.507792	0.999999999973	0.893617021277	0.485748263915	1.3393	1.0148	1.0148	9	0
0.57898	0.999941047553	0.851063829787	0.0739076858145	2.4016	0.6762	1.779	9	0
0.614041	0.0151819237924	0.695652173913	0.488770268393	1.2478	0.3629	0.3629	9	0
0.0591338	0.0151819237926	0.72	6.69158604495e-10	6.225	5.6393	19.2637	10	0
0.845243	0.00762066615853	0.854166666667	0.999887168256	0.1821	16.8387	16.8387	9	0
0.369316	4.52680370844e-07	0.883720930233	0.500003130934	0.1118	0.127	0.127	9	0
0.169489	0.00761977109439	0.866666666667	0.498737001173	0.9236	0.7635	0.7635	9	0
0.0196466	0.0076197710944	0.877551020408	6.69827989432e-10	6.2248	4.9812	4.9812	10	0
0.380241	5.89525016805e-05	0.913043478261	0.160703903112	2.3306	11.3694	0.7739	9	0
0.920331	3.60925774528e-09	0.875	0.500507858303	0.296	0.6577	0.6577	10	0
0.502566	0.500000000013	0.833333333333	0.00358109069589	3.1257	4.8391	4.8391	10	0
0.188016	5.48171931435e-11	0.840909090909	0.0086288250311	2.9411	1.6394	2.5029	9	0
0.780628	3.47601212903e-09	0.909090909091	0.00617741486096	3.0161	3.6121	3.6121	10	0
0.452646	1.05076926252e-08	0.886363636364	0.500071292251	0.2689	0.3886	0.3886	9	0
0.250424	4.52788772298e-07	0.790697674419	0.500210930308	0.2665	0.5144	0.5144	9	0
0.461084	4.5268016584e-07	0.837209302326	0.986874389253	0.8965	2.7962	2.7962	9	0
0.218275	0.0151247411142	0.735849056604	0.0400728422388	2.6348	3.0966	3.0966	10	0
0.459596	5.37926567107e-11	0.809523809524	0.498969228457	0.8405	0.612	0.612	9	0
0.360759	5.94051015864e-05	0.866666666667	0.999927365652	0.094	11.3891	11.3891	9	0
0.517105	1.07985481394e-10	0.818181818182	0.500023709316	0.1821	0.2523	0.2523	9	0
0.606284	2.68978900789e-11	0.829268292683	0.499994064908	0.2701	0.2561	0.2561	9	0
0.644037	0.999999887268	0.735849056604	0.00756596868303	2.9753	4.9974	4.9974	10	0
0.774971	9.15813601232e-07	0.88	0.945525079942	1.4292	13.9205	13.9205	10	0
0.128027	6.9518146663e-09	0.883720930233	0.499989491814	0.5658	0.5604	1.4704	9	0
0.549487	0.999999996524	0.840909090909	0.99994564937	0.036	11.5769	11.5769	9	0
0.41709	3.65270210811e-17	0.871794871795	0.500069298489	0.263	0.3828	0.3828	9	0
0.422765	6.27407035147e-13	0.914893617021	0.738516450732	0.0954	1.9817	1.9607	10	0
0.494157	1.7512881936e-08	0.844444444444	0.499989880469	0.1188	0.0623	0.0623	9	0
0.583775	3.47621708386e-09	0.894736842105	0.499991551814	0.1116	0.0637	0.0637	9	0
0.900496	9.36910440313e-07	0.865384615385	0.00341801580304	3.1339	2.8913	2.8913	10	0
0.764838	1.3616750022e-06	0.851063829787	0.953043084319	0.8209	2.466	2.466	10	0
0.457779	0.99999954732	0.875	0.549930553706	1.5724	1.7578	1.7578	10	1
0.678136	0.999970522894	0.829787234043	0.500177853256	0.2084	0.4736	0.4736	9	0
0.536418	0.0151247411138	0.770833333333	0.49993956932	0.3303	0.1699	0.1874	9	0
0.182936	0.0151247411399	0.730769230769	0.00549977794021	3.0393	3.2373	3.2373	10	0
0.365779	2.83371561921e-11	0.865384615385	0.00589525877471	2.8864	0.8619	0.8619	10	0
0.245608	1.42709247967e-14	0.829787234043	0.500473491358	0.6292	0.7578	0.7578	10	1
0.551691	0.000176836574466	0.891304347826	0.00315050141194	3.1514	3.8966	3.8966	10	0
0.189983	0.500000227209	0.84375	0.025086551375	2.6216	1.6869	1.6869	10	0
0.379777	7.00539604825e-09	0.770833333333	0.498111796672	0.8919	0.2155	1.0614	9	0
0.42678	0.501912233371	0.862745098039	0.499985066533	0.1324	0.0495	0.0495	9	0
0.779727	0.501912235952	0.872727272727	0.49716025665	0.9833	0.4732	0.4732	10	0
0.253382	0.00761977114696	0.893617021277	0.501381491698	0.07	0.8269	0.8269	9	0
0.255795	2.73045331003e-11	0.744680851064	0.506312323688	1.5126	1.5631	1.5631	9	0
0.575608	1.81087832817e-06	0.909090909091	0.499928926732	0.3568	0.2075	0.2075	10	0
0.655294	8.12957443152e-11	0.905660377358	0.499977767382	0.2116	0.1285	0.1285	9	0
0.60438	5.50221246486e-11	0.844444444444	0.386813201509	1.7555	0.6936	0.6936	10	0
0.198997	3.47621877857e-09	0.907407407407	0.50002217521	0.0319	0.1531	0.1531	10	0
0.204433	0.0225161770783	0.95652173913	0.499990123101	0.165	0.1227	0.1227	9	0
0.825619	0.00011790847855	0.909090909091	0.924075882065	1.4913	3.0028	3.0028	10	0
0.463223	4.11425206491e-13	0.837209302326	0.500066025904	0.2058	0.3484	0.3484	9	0
0.357141	0.0151247411142	0.877551020408	0.99963813061	0.096	3.4914	3.4914	10	0
0.564587	0.00762023759912	0.890909090909	0.500521123153	0.2431	0.6544	11.0465	10	0
0.182227	9.05386406843e-07	0.863636363636	0.499997404282	0.0722	0.0556	0.049	10	0
0.36437	0.00011836102385	0.877551020408	0.0151187954032	2.8342	2.9004	2.9004	10	0
0.229745	0.99999955077	0.820512820513	0.999941621237	0.0503	9.5895	9.5895	9	0
0.0203954	0.99999955077	0.837209302326	0.627092174745	0.5139	1.7855	1.7855	10	0
0.721089	5.89524749955e-05	0.904761904762	0.999893472409	0.1706	7.8903	0.1829	9	0
0.257743	1.87853092815e-10	0.851851851852	0.552240019945	1.566	1.759	1.6511	9	0
0.353682	4.52867812283e-07	0.862068965517	0.00330146415295	3.1397	2.7502	2.7502	10	0
0.559632	9.05413096535e-07	0.875	0.500080710022	0.3629	0.4544	19.8242	9	0
0.469857	0.750000000007	0.877192982456	1.35582741225e-05	4.2417	5.8404	5.8404	10	0
0.565235	0.0151823662292	0.895833333333	0.857847882738	0.1448	2.1848	2.1848	9	0
0.565235	0.0151823662292	0.895833333333	0.857847882738	0.1448	2.1848	2.1848	9	0
0.716304	6.95161131938e-09	0.837209302326	0.500002920708	0.0175	0.0398	0.0398	9	0
0.301127	0.999941047526	0.857142857143	0.604692734621	0.6141	1.7357	1.7357	10	0
0.691707	0.999941047553	0.851851851852	0.0795537771508	2.3397	1.296	1.296	10	0
0.400541	2.7306119344e-11	0.888888888889	0.499999550598	0.0149	0.0112	0.0147	9	0
0.24133	5.98681808165e-05	0.820512820513	0.500045521881	0.2297	0.3282	0.3282	9	0
0.482606	0.992380228932	1.0	0.499999998605	0.0303	0.0303	0.0303	9	0
0.421568	2.23897404082e-13	0.938775510204	0.510355299265	0.9936	5.3635	1.2859	10	0
0.273426	0.0151243019195	0.911111111111	0.63799944132	0.7596	1.8097	1.8097	9	0
0.259863	3.50372659697e-09	0.846153846154	0.708554143214	1.8223	3.901	3.901	10	0
0.379525	0.999999999973	0.833333333333	0.49997912551	0.1988	0.1156	0.1123	9	0
0.450774	3.63737563297e-09	0.833333333333	0.499995755534	0.0504	0.019	0.019	9	0
0.682716	0.99243828987	0.745454545455	0.909800713012	0.2872	2.3032	2.3032	10	0
0.392968	0.50570776928	1.0	0.499999998876	0.0087	0.0087	0.0087	9	0
0.411812	0.999941047552	0.725490196078	0.500460559956	0.5601	0.7212	0.7212	10	0
0.380061	0.999941047552	0.765957446809	0.500006221344	0.0629	0.1089	0.0994	9	0
0.435607	2.73124734616e-11	0.840909090909	0.500073633991	0.2077	0.3607	0.3607	9	0
0.0179174	2.73124737399e-11	0.857142857143	0.510043590756	0.8842	1.2584	1.2584	10	0
0.445944	5.94120796699e-05	0.907407407407	0.500066362335	0.3003	0.4007	0.4007	10	0
0.0286491	4.52680373943e-07	0.925925925926	0.999477832585	0.4886	24.7556	24.7556	10	0
0.201714	3.50290372389e-09	0.840909090909	0.500003593393	0.1287	0.1447	0.1447	9	0
0.143965	5.33813171062e-11	0.909090909091	0.999905847437	0.1459	7.0036	7.0036	9	0
0.0315821	4.52787752496e-07	0.865384615385	0.499822835363	0.5474	0.4065	0.4065	10	0
0.837088	0.00773632867081	0.857142857143	0.0629416146021	2.5401	3.9097	5.2505	10	0
0.556857	8.0896869194e-11	0.888888888889	0.999941504278	0.0507	6.4837	6.4837	10	0
0.0851701	0.503839026632	0.894736842105	0.432006965354	1.9316	1.9822	1.9822	10	0
0.182448	2.73125094277e-11	0.853658536585	0.505022929472	1.0433	1.2057	0.0954	9	0
0.531008	4.63161566172e-07	0.869565217391	0.50002573615	0.0545	0.179	0.0732	9	0
0.91403	5.94226128037e-05	0.923076923077	0.508783085154	0.5621	1.2039	1.9232	10	0
0.482023	5.89560575476e-05	0.875	0.503443993239	0.5788	1.0286	39.6	9	0
0.528169	0.000118806673388	0.813953488372	0.500003966213	0.3731	0.3785	0.3785	9	0
0.0938039	5.89525012754e-05	0.9	0.470713805422	1.5013	1.2134	1.2134	10	0
0.122151	0.501912229033	0.84	0.500053975604	0.4543	0.4983	0.4983	9	0
